r_id,show_id,hall_id,r_date,r_time
1447,786,739,2016-10-27,18:27:00
1448,825,986,2016-12-23,06:39:00
1449,757,902,2016-08-09,09:39:00
1450,819,839,2016-11-15,18:35:00
1451,706,968,2016-12-15,02:35:00
1452,816,652,2016-08-12,00:58:00
1453,600,843,2016-09-23,11:13:00
1454,676,576,2016-09-14,14:22:00
1455,852,503,2016-09-19,19:12:00
1456,813,935,2016-11-08,13:01:00
1457,616,657,2016-09-17,01:38:00
1458,512,572,2016-08-14,21:32:00
1459,686,674,2016-11-01,22:27:00
1460,680,649,2016-10-13,10:38:00
1461,749,685,2016-09-01,02:12:00
1462,708,921,2016-11-23,18:43:00
1463,963,805,2016-08-24,10:56:00
1464,501,718,2016-12-07,13:33:00
1465,601,764,2016-09-07,03:01:00
1466,623,716,2016-11-30,10:23:00
1467,880,516,2016-12-04,21:30:00
1468,776,895,2016-11-21,01:51:00
1469,663,997,2016-10-04,20:08:00
1470,978,779,2016-11-02,23:46:00
1471,520,643,2016-09-01,21:57:00
1472,905,671,2016-11-02,11:23:00
1473,598,837,2016-08-15,19:15:00
1474,957,899,2016-09-11,02:54:00
1475,942,600,2016-12-01,17:39:00
1476,673,851,2016-09-14,21:50:00
1477,509,843,2016-08-13,07:34:00
1478,958,510,2016-09-30,12:39:00
1479,518,543,2016-10-19,04:46:00
1480,889,630,2016-09-20,03:23:00
1481,914,888,2016-08-13,11:51:00
1482,871,923,2016-09-03,09:09:00
1483,524,978,2016-10-01,18:49:00
1484,973,749,2016-11-24,10:41:00
1485,949,931,2016-10-22,20:22:00
1486,660,541,2016-10-27,02:28:00
1487,892,534,2016-12-17,08:43:00
1488,525,877,2016-10-22,00:30:00
1489,709,705,2016-11-27,11:04:00
1490,739,563,2016-10-28,02:44:00
1491,969,588,2016-10-15,01:43:00
1492,855,673,2016-12-29,02:34:00
1493,879,593,2016-11-22,21:56:00
1494,838,727,2016-11-12,07:54:00
1495,843,987,2016-11-09,17:19:00
1496,947,842,2016-12-07,10:58:00
1497,631,731,2016-09-28,09:16:00
1498,863,933,2016-10-02,02:17:00
1499,901,945,2016-08-20,10:05:00
1500,657,938,2016-11-19,15:22:00
1501,592,869,2016-08-09,23:39:00
1502,746,786,2016-09-20,16:03:00
1503,612,976,2016-12-04,07:11:00
1504,538,869,2016-10-18,15:57:00
1505,615,591,2016-09-16,09:31:00
1506,528,509,2016-11-14,03:10:00
1507,965,860,2016-08-05,02:30:00
1508,896,680,2016-11-01,12:09:00
1509,887,506,2016-10-07,18:51:00
1510,694,734,2016-08-26,04:13:00
1511,973,626,2016-09-18,18:42:00
1512,513,953,2016-08-07,17:38:00
1513,679,870,2016-11-25,05:16:00
1514,955,727,2016-08-19,07:29:00
1515,594,600,2016-09-26,00:13:00
1516,970,881,2016-08-18,02:41:00
1517,673,894,2016-11-01,09:15:00
1518,816,579,2016-09-17,16:04:00
1519,689,549,2016-09-17,06:32:00
1520,873,787,2016-08-04,04:32:00
1521,717,504,2016-09-06,14:06:00
1522,898,518,2016-10-14,19:14:00
1523,553,658,2016-11-13,22:03:00
1524,875,648,2016-11-23,13:28:00
1525,704,672,2016-08-21,01:27:00
1526,612,661,2016-09-04,02:37:00
1527,657,701,2016-11-11,19:57:00
1528,592,625,2016-09-20,01:47:00
1529,595,681,2016-12-12,14:32:00
1530,867,936,2016-10-29,15:08:00
1531,631,736,2016-08-06,11:03:00
1532,759,566,2016-12-14,17:31:00
1533,778,534,2016-09-30,20:00:00
1534,773,824,2016-08-12,09:52:00
1535,615,784,2016-12-13,08:53:00
1536,905,809,2016-11-05,06:58:00
1537,880,728,2016-10-11,17:52:00
1538,937,554,2016-12-15,18:38:00
1539,596,863,2016-10-18,14:35:00
1540,622,686,2016-11-21,02:29:00
1541,867,807,2016-10-20,13:54:00
1542,636,589,2016-12-12,05:27:00
1543,967,743,2016-10-25,21:26:00
1544,735,586,2016-08-27,07:47:00
1545,796,876,2016-10-20,07:25:00
1546,508,601,2016-09-06,18:46:00
1547,909,826,2016-10-05,20:53:00
1548,992,879,2016-12-01,00:18:00
1549,825,746,2016-12-10,02:25:00
1550,777,547,2016-10-27,02:41:00
1551,901,789,2016-09-21,05:03:00
1552,907,665,2016-10-06,21:04:00
1553,554,625,2016-08-27,14:46:00
1554,731,933,2016-10-01,08:07:00
1555,541,886,2016-10-04,12:08:00
1556,659,910,2016-09-21,02:40:00
1557,680,526,2016-10-30,08:50:00
1558,735,786,2016-09-19,21:13:00
1559,929,740,2016-10-07,15:43:00
1560,631,689,2016-10-12,22:42:00
1561,633,885,2016-09-01,14:58:00
1562,562,904,2016-09-04,14:30:00
1563,524,990,2016-11-18,11:54:00
1564,533,981,2016-11-21,00:35:00
1565,895,848,2016-12-12,18:32:00
1566,790,786,2016-08-02,00:49:00
1567,732,511,2016-08-16,05:59:00
1568,684,977,2016-10-14,23:37:00
1569,749,871,2016-12-11,21:35:00
1570,501,647,2016-10-06,02:09:00
1571,712,771,2016-08-06,23:36:00
1572,908,994,2016-10-09,03:27:00
1573,815,755,2016-08-28,17:33:00
1574,661,756,2016-11-13,05:12:00
1575,753,544,2016-08-17,23:30:00
1576,804,572,2016-12-23,14:17:00
1577,771,868,2016-08-25,06:21:00
1578,588,712,2016-11-25,10:17:00
1579,993,624,2016-11-19,10:47:00
1580,650,836,2016-09-15,06:05:00
1581,599,921,2016-10-14,21:45:00
1582,635,739,2016-10-17,21:05:00
1583,955,957,2016-11-12,11:43:00
1584,948,636,2016-12-25,03:00:00
1585,665,906,2016-08-21,20:41:00
1586,502,800,2016-11-29,00:39:00
1587,975,967,2016-08-04,02:14:00
1588,806,526,2016-09-25,16:16:00
1589,762,713,2016-10-27,20:02:00
1590,961,635,2016-11-20,08:05:00
1591,851,692,2016-10-07,23:01:00
1592,619,584,2016-10-05,06:59:00
1593,539,549,2016-11-14,08:46:00
1594,770,752,2016-12-27,21:45:00
1595,686,772,2016-10-16,19:16:00
1596,898,707,2016-08-02,21:19:00
1597,827,901,2016-09-06,17:05:00
1598,639,538,2016-12-24,11:16:00
1599,967,698,2016-08-21,08:19:00
1600,648,919,2016-09-21,01:14:00
1601,841,763,2016-12-22,06:17:00
1602,972,603,2016-11-06,10:41:00
1603,665,921,2016-09-08,20:11:00
1604,626,576,2016-08-27,13:05:00
1605,995,648,2016-11-02,13:04:00
1606,787,637,2016-10-14,05:56:00
1607,861,901,2016-10-01,00:05:00
1608,617,885,2016-08-05,06:50:00
1609,536,990,2016-10-28,04:53:00
1610,768,520,2016-12-12,10:04:00
1611,850,864,2016-11-12,00:55:00
1612,725,668,2016-08-02,20:12:00
1613,676,779,2016-08-19,17:51:00
1614,840,836,2016-08-07,16:52:00
1615,727,803,2016-10-05,17:46:00
1616,757,686,2016-09-30,03:22:00
1617,649,952,2016-09-13,16:36:00
1618,965,895,2016-12-08,06:09:00
1619,832,848,2016-12-15,03:25:00
1620,563,866,2016-12-13,06:35:00
1621,926,826,2016-08-11,11:57:00
1622,939,878,2016-08-07,21:47:00
1623,952,864,2016-09-02,09:09:00
1624,753,575,2016-08-22,21:30:00
1625,993,794,2016-08-12,21:32:00
1626,726,640,2016-10-12,18:17:00
1627,608,689,2016-09-12,22:39:00
1628,639,679,2016-09-04,09:18:00
1629,823,741,2016-09-09,12:27:00
1630,519,560,2016-10-19,10:46:00
1631,954,522,2016-10-06,04:10:00
1632,644,666,2016-11-14,21:12:00
1633,525,605,2016-11-25,04:55:00
1634,972,520,2016-09-29,00:46:00
1635,827,970,2016-09-11,21:00:00
1636,853,898,2016-08-13,23:27:00
1637,549,544,2016-09-25,14:57:00
1638,923,681,2016-10-20,07:16:00
1639,846,924,2016-11-10,11:36:00
1640,981,577,2016-08-29,14:01:00
1641,612,691,2016-10-02,11:07:00
1642,755,1000,2016-10-04,14:16:00
1643,870,657,2016-11-21,21:11:00
1644,975,570,2016-09-10,11:04:00
1645,664,642,2016-09-22,05:28:00
1646,972,648,2016-09-16,03:54:00
1647,887,700,2016-12-28,09:23:00
1648,586,922,2016-11-25,10:20:00
1649,667,550,2016-12-30,08:56:00
1650,703,526,2016-10-18,15:36:00
1651,935,933,2016-12-18,18:53:00
1652,585,618,2016-11-23,00:18:00
1653,842,921,2016-10-17,05:08:00
1654,766,759,2016-10-11,02:27:00
1655,695,546,2016-12-26,23:08:00
1656,613,744,2016-11-28,03:13:00
1657,961,810,2016-11-18,20:36:00
1658,884,935,2016-10-02,07:13:00
1659,903,523,2016-08-07,16:57:00
1660,551,998,2016-09-25,20:32:00
1661,848,585,2016-09-30,01:47:00
1662,693,767,2016-11-13,09:18:00
1663,988,833,2016-11-09,14:08:00
1664,590,697,2016-08-29,14:46:00
1665,963,833,2016-11-18,17:47:00
1666,887,904,2016-10-26,03:20:00
1667,525,531,2016-10-28,12:43:00
1668,663,839,2016-08-08,03:58:00
1669,571,730,2016-12-18,11:18:00
1670,540,762,2016-08-06,13:30:00
1671,956,687,2016-11-15,06:24:00
1672,643,575,2016-12-13,22:58:00
1673,642,881,2016-10-19,22:23:00
1674,738,758,2016-10-08,10:42:00
1675,787,923,2016-08-09,16:22:00
1676,602,721,2016-08-25,12:34:00
1677,557,583,2016-12-07,21:21:00
1678,518,804,2016-11-22,15:42:00
1679,515,526,2016-11-17,06:10:00
1680,685,760,2016-11-02,04:50:00
1681,544,525,2016-12-19,08:12:00
1682,848,612,2016-08-25,21:16:00
1683,814,964,2016-09-05,13:58:00
1684,651,975,2016-08-04,04:15:00
1685,687,948,2016-11-18,04:28:00
1686,848,696,2016-12-22,06:32:00
1687,774,853,2016-08-18,14:34:00
1688,666,922,2016-12-10,16:37:00
1689,645,530,2016-12-26,19:19:00
1690,537,562,2016-12-25,11:05:00
1691,643,890,2016-12-15,13:23:00
1692,957,743,2016-08-11,02:56:00
1693,529,577,2016-12-10,03:28:00
1694,727,760,2016-12-02,02:51:00
1695,621,519,2016-12-09,07:12:00
1696,570,592,2016-11-29,11:31:00
1697,626,739,2016-10-10,05:24:00
1698,659,724,2016-10-22,07:55:00
1699,877,775,2016-12-29,12:11:00
1700,754,967,2016-09-30,14:47:00
1701,542,837,2016-09-05,18:35:00
1702,917,1000,2016-08-11,01:02:00
1703,658,769,2016-08-16,05:42:00
1704,829,570,2016-08-06,22:08:00
1705,1000,525,2016-08-25,23:46:00
1706,960,787,2016-09-06,20:57:00
1707,733,572,2016-11-20,08:08:00
1708,784,643,2016-11-10,12:46:00
1709,977,826,2016-12-22,14:39:00
1710,987,551,2016-08-21,02:06:00
1711,767,898,2016-10-30,08:54:00
1712,887,518,2016-11-18,04:58:00
1713,526,558,2016-12-01,01:35:00
1714,969,934,2016-11-14,05:41:00
1715,950,543,2016-10-18,22:28:00
1716,534,893,2016-09-01,16:26:00
1717,643,584,2016-12-06,08:43:00
1718,578,666,2016-09-19,04:47:00
1719,997,557,2016-10-25,21:56:00
1720,551,725,2016-12-01,08:28:00
1721,575,882,2016-09-25,04:38:00
1722,947,858,2016-12-30,20:50:00
1723,544,605,2016-09-15,19:45:00
1724,941,660,2016-08-12,11:13:00
1725,682,847,2016-08-24,18:04:00
1726,740,967,2016-11-29,13:33:00
1727,956,548,2016-10-10,03:00:00
1728,764,591,2016-08-10,21:47:00
1729,506,780,2016-08-31,08:29:00
1730,955,725,2016-08-26,08:00:00
1731,697,707,2016-09-01,16:14:00
1732,752,702,2016-12-30,08:43:00
1733,573,647,2016-12-01,00:08:00
1734,520,841,2016-10-26,22:57:00
1735,667,589,2016-09-11,20:45:00
1736,954,832,2016-10-12,04:39:00
1737,920,704,2016-09-15,08:48:00
1738,767,634,2016-11-20,12:34:00
1739,910,659,2016-12-30,07:48:00
1740,511,718,2016-10-05,07:18:00
1741,519,751,2016-12-30,01:50:00
1742,511,687,2016-08-05,06:39:00
1743,611,813,2016-12-06,16:52:00
1744,939,756,2016-09-29,04:42:00
1745,607,692,2016-10-23,08:51:00
1746,594,876,2016-10-18,07:24:00
1747,970,606,2016-09-02,17:55:00
1748,576,678,2016-08-17,11:24:00
1749,714,811,2016-08-31,13:08:00
1750,867,989,2016-09-30,06:52:00
1751,995,855,2016-09-15,15:32:00
1752,782,543,2016-09-05,22:18:00
1753,921,948,2016-10-26,22:27:00
1754,669,608,2016-12-08,19:20:00
1755,691,607,2016-09-24,11:01:00
1756,925,556,2016-11-25,00:07:00
1757,681,544,2016-09-14,23:32:00
1758,718,543,2016-12-15,08:21:00
1759,995,818,2016-12-08,11:30:00
1760,770,568,2016-08-11,19:16:00
1761,812,669,2016-10-21,17:19:00
1762,708,835,2016-10-05,20:30:00
1763,1000,872,2016-09-16,04:29:00
1764,531,707,2016-08-07,23:40:00
1765,819,824,2016-09-24,10:01:00
1766,572,681,2016-10-19,17:52:00
1767,815,539,2016-12-31,02:03:00
1768,821,838,2016-12-27,16:38:00
1769,731,614,2016-08-09,06:00:00
1770,625,696,2016-10-12,18:42:00
1771,566,554,2016-12-03,08:40:00
1772,973,925,2016-11-19,03:36:00
1773,569,787,2016-09-23,21:26:00
1774,847,978,2016-10-16,02:16:00
1775,575,635,2016-08-19,10:09:00
1776,681,708,2016-10-16,18:56:00
1777,563,818,2016-12-10,03:37:00
1778,713,680,2016-08-22,06:24:00
1779,985,795,2016-11-03,16:22:00
1780,936,688,2016-10-02,02:04:00
1781,962,794,2016-09-20,15:37:00
1782,818,784,2016-09-14,05:51:00
1783,987,689,2016-12-13,04:21:00
1784,504,568,2016-10-30,05:18:00
1785,977,805,2016-12-22,21:19:00
1786,869,599,2016-09-05,17:15:00
1787,827,819,2016-12-02,09:51:00
1788,909,730,2016-08-05,10:00:00
1789,850,885,2016-11-04,09:22:00
1790,671,689,2016-09-18,00:16:00
1791,593,516,2016-11-21,03:08:00
1792,672,519,2016-12-22,22:40:00
1793,617,627,2016-12-22,02:59:00
1794,878,548,2016-09-02,17:13:00
1795,819,985,2016-11-16,13:47:00
1796,936,785,2016-10-12,23:41:00
1797,724,853,2016-10-20,03:33:00
1798,607,560,2016-11-21,03:00:00
1799,623,826,2016-09-10,06:43:00
1800,796,717,2016-08-10,01:38:00
1801,924,957,2016-09-03,16:51:00
1802,808,668,2016-08-18,03:25:00
1803,895,849,2016-11-06,11:28:00
1804,690,781,2016-11-14,02:01:00
1805,574,579,2016-11-28,23:35:00
1806,869,963,2016-10-18,12:56:00
1807,976,688,2016-10-22,21:45:00
1808,669,551,2016-08-27,00:37:00
1809,670,949,2016-11-09,07:53:00
1810,826,917,2016-10-27,08:10:00
1811,593,779,2016-08-31,10:06:00
1812,544,589,2016-12-30,10:07:00
1813,570,730,2016-10-01,07:15:00
1814,775,956,2016-10-22,21:25:00
1815,980,985,2016-09-18,09:56:00
1816,507,557,2016-10-20,04:16:00
1817,984,709,2016-12-15,10:00:00
1818,577,916,2016-08-01,01:17:00
1819,788,608,2016-10-14,14:40:00
1820,909,752,2016-08-31,10:28:00
1821,575,506,2016-08-14,21:07:00
1822,846,935,2016-12-10,04:17:00
1823,880,540,2016-11-14,20:18:00
1824,734,763,2016-11-03,23:19:00
1825,592,974,2016-08-27,12:32:00
1826,659,539,2016-11-05,02:58:00
1827,549,717,2016-11-26,10:55:00
1828,909,956,2016-09-01,03:31:00
1829,942,753,2016-12-13,11:40:00
1830,709,645,2016-12-22,01:28:00
1831,694,627,2016-12-20,03:11:00
1832,594,879,2016-12-16,07:46:00
1833,720,551,2016-08-13,15:39:00
1834,587,627,2016-08-07,22:44:00
1835,645,504,2016-10-19,11:37:00
1836,780,835,2016-12-30,04:55:00
1837,560,836,2016-11-11,10:45:00
1838,982,901,2016-08-30,07:43:00
1839,965,826,2016-09-09,02:06:00
1840,774,817,2016-09-03,13:45:00
1841,656,664,2016-12-14,00:10:00
1842,509,781,2016-09-05,03:05:00
1843,797,864,2016-12-30,16:36:00
1844,795,745,2016-09-15,05:26:00
1845,928,589,2016-12-29,08:57:00
1846,840,712,2016-12-16,07:38:00
1847,965,819,2016-09-27,12:16:00
1848,626,600,2016-11-10,15:02:00
1849,570,735,2016-12-21,23:25:00
1850,818,735,2016-08-22,12:07:00
1851,983,623,2016-10-09,08:28:00
1852,624,894,2016-09-09,03:56:00
1853,672,668,2016-12-12,19:40:00
1854,942,776,2016-10-30,17:40:00
1855,589,672,2016-12-09,02:54:00
1856,817,886,2016-09-25,06:04:00
1857,901,854,2016-11-17,19:36:00
1858,732,781,2016-11-22,18:46:00
1859,527,751,2016-10-30,12:57:00
1860,668,787,2016-11-16,11:16:00
1861,857,502,2016-09-05,10:06:00
1862,834,812,2016-08-18,22:55:00
1863,813,698,2016-11-08,02:02:00
1864,721,757,2016-10-08,15:01:00
1865,617,657,2016-12-06,15:45:00
1866,659,885,2016-10-22,12:51:00
1867,566,814,2016-08-15,02:24:00
1868,524,738,2016-11-03,11:24:00
1869,620,988,2016-08-10,14:01:00
1870,737,563,2016-08-21,13:36:00
1871,789,885,2016-09-22,08:28:00
1872,698,769,2016-08-31,20:14:00
1873,796,508,2016-08-26,04:50:00
1874,690,876,2016-09-18,17:36:00
1875,653,945,2016-08-22,03:03:00
1876,588,837,2016-08-09,19:41:00
1877,967,550,2016-12-29,01:10:00
1878,593,873,2016-10-07,05:21:00
1879,810,979,2016-09-21,16:57:00
1880,847,711,2016-09-30,17:57:00
1881,851,743,2016-09-07,06:14:00
1882,833,672,2016-12-20,09:22:00
1883,996,545,2016-10-24,15:02:00
1884,900,746,2016-10-22,09:23:00
1885,667,598,2016-11-28,19:07:00
1886,505,884,2016-09-03,22:48:00
1887,976,844,2016-10-06,01:02:00
1888,523,509,2016-11-28,22:16:00
1889,682,903,2016-12-28,11:29:00
1890,984,986,2016-10-19,19:28:00
1891,891,917,2016-12-30,23:11:00
1892,879,527,2016-09-01,13:46:00
1893,677,920,2016-11-28,01:06:00
1894,803,651,2016-08-03,20:27:00
1895,735,526,2016-08-17,05:16:00
1896,805,778,2016-08-02,07:07:00
1897,683,676,2016-09-15,13:26:00
1898,758,659,2016-12-18,04:49:00
1899,751,813,2016-11-15,15:20:00
1900,932,730,2016-09-14,13:14:00
1901,954,992,2016-09-16,17:57:00
1902,592,691,2016-10-26,12:17:00
1903,838,853,2016-12-20,11:59:00
1904,943,556,2016-09-01,20:44:00
1905,789,502,2016-10-11,22:29:00
1906,868,646,2016-10-12,13:15:00
1907,995,846,2016-11-19,16:18:00
1908,831,807,2016-11-16,20:51:00
1909,771,943,2016-09-09,14:40:00
1910,675,933,2016-11-12,00:27:00
1911,769,757,2016-09-01,08:26:00
1912,837,603,2016-09-11,17:18:00
1913,781,655,2016-10-23,08:31:00
1914,890,562,2016-11-05,14:01:00
1915,955,710,2016-11-22,06:56:00
1916,568,637,2016-09-24,04:31:00
1917,771,884,2016-11-16,21:59:00
1918,899,773,2016-11-28,03:43:00
1919,625,587,2016-12-31,15:03:00
1920,718,528,2016-08-13,18:30:00
1921,923,720,2016-11-20,01:15:00
1922,832,730,2016-11-17,00:52:00
1923,898,809,2016-11-23,09:55:00
1924,553,579,2016-09-16,18:41:00
1925,993,642,2016-10-30,12:59:00
1926,602,653,2016-10-24,16:21:00
1927,999,810,2016-11-07,04:17:00
1928,690,918,2016-10-13,07:03:00
1929,911,954,2016-09-07,19:14:00
1930,560,812,2016-12-30,05:04:00
1931,721,767,2016-10-30,12:17:00
1932,546,600,2016-10-22,01:01:00
1933,646,678,2016-08-15,12:21:00
1934,935,610,2016-08-16,12:39:00
1935,702,769,2016-09-15,22:20:00
1936,854,958,2016-08-17,03:21:00
1937,991,720,2016-08-01,04:03:00
1938,890,561,2016-09-27,18:07:00
1939,982,880,2016-09-29,07:57:00
1940,988,714,2016-10-20,12:00:00
1941,813,652,2016-11-13,12:13:00
1942,940,609,2016-09-03,22:11:00
1943,651,594,2016-10-11,01:52:00
1944,897,634,2016-12-24,16:40:00
1945,708,555,2016-11-26,22:55:00
1946,769,502,2016-12-25,02:44:00
1947,511,602,2016-10-24,21:15:00
1948,713,722,2016-12-28,00:44:00
1949,505,550,2016-08-20,05:42:00
1950,824,811,2016-09-04,21:34:00
1951,976,830,2016-12-15,10:02:00
1952,862,548,2016-10-08,11:51:00
1953,919,774,2016-11-15,01:32:00
1954,929,765,2016-11-26,06:11:00
1955,756,763,2016-09-06,16:34:00
1956,863,513,2016-10-08,10:04:00
1957,721,697,2016-11-10,10:47:00
1958,743,764,2016-12-10,23:10:00
1959,551,818,2016-11-30,13:01:00
1960,886,692,2016-08-22,19:51:00
1961,682,594,2016-12-04,13:32:00
1962,805,685,2016-10-13,08:03:00
1963,811,773,2016-09-05,05:21:00
1964,539,555,2016-08-12,04:47:00
1965,672,922,2016-12-13,08:26:00
1966,971,657,2016-11-11,17:49:00
1967,724,710,2016-08-22,16:29:00
1968,614,664,2016-08-11,20:18:00
1969,843,844,2016-12-20,05:50:00
1970,611,599,2016-10-16,17:48:00
1971,954,552,2016-10-06,05:49:00
1972,924,915,2016-11-06,18:37:00
1973,511,824,2016-10-14,01:03:00
1974,518,650,2016-12-17,23:46:00
1975,828,776,2016-10-20,11:47:00
1976,667,735,2016-09-08,22:17:00
1977,573,759,2016-09-11,18:05:00
1978,873,695,2016-12-24,06:25:00
1979,749,586,2016-09-19,11:23:00
1980,776,659,2016-12-12,10:08:00
1981,938,547,2016-10-18,17:54:00
1982,984,933,2016-08-11,04:00:00
1983,905,633,2016-08-19,12:40:00
1984,650,597,2016-12-05,01:30:00
1985,736,619,2016-08-18,07:21:00
1986,862,891,2016-11-28,10:47:00
1987,568,823,2016-09-26,21:04:00
1988,946,841,2016-11-01,23:38:00
1989,883,896,2016-09-22,22:36:00
1990,904,941,2016-09-30,14:05:00
1991,996,931,2016-12-12,14:27:00
1992,708,625,2016-12-06,16:31:00
1993,649,849,2016-12-01,17:23:00
1994,871,690,2016-08-30,11:19:00
1995,613,731,2016-12-16,08:08:00
1996,559,695,2016-09-18,20:22:00
1997,776,895,2016-08-16,20:31:00
1998,692,556,2016-12-29,05:30:00
1999,832,961,2016-11-17,00:23:00
2000,528,864,2016-10-02,12:00:00
